ID,ra,dec,F140W,F814W,F606W,z
365,53.12658700000000,-27.93996400000000,24.24641303359020,25.02869736304428,25.92305597312068,0.6999000000000000
366,53.12733800000000,-27.94116700000000,26.22179931169612,26.08361167279236,26.84083291261303,4.252900000000000
367,53.11262100000000,-27.94111900000000,25.94309503282917,26.20828154147525,26.02554474177214,0.02070000000000000
369,53.11488700000000,-27.94071600000000,22.96055471236355,25.75059207520934,27.91380518102914,1.715560000000000
372,53.13384100000000,-27.94098600000000,25.00041808892611,25.50114034507277,26.39021612395543,0.8942000000000000
376,53.09382000000000,-27.94098100000000,26.04052995827605,27.41358927452752,31.02401013203997,5.785600000000000
380,53.09074200000000,-27.93957700000000,22.00399949994148,22.93435319221249,23.63849587388345,1.080900000000000
381,53.08873800000000,-27.94050600000000,24.29412344423822,24.68038249545061,24.98299444274927,0.2806000000000000
382,53.10769400000000,-27.93977700000000,22.76024404822991,24.36475902821015,25.67106636041254,1.084440000000000
383,53.09492100000000,-27.94039400000000,24.16226835263409,25.40824208359958,25.54555593202987,1.878500000000000
385,53.09686300000000,-27.94076800000000,27.90656559271667,27.92444284868834,27.80016829572097,1.689900000000000
388,53.10280200000000,-27.93965400000000,23.70999203513523,24.28625187704820,24.18309664257230,1.623800000000000
389,53.13263800000000,-27.94065600000000,24.96577445534145,25.95911846826796,26.02624021537557,1.275900000000000
390,53.12511200000000,-27.94062100000000,27.59661340111640,26.62808941971441,27.12352332399027,0.8362000000000001
391,53.09162500000000,-27.93954500000000,24.05377631317035,24.56988137573897,25.52710274167268,0.8609000000000000
393,53.09309500000000,-27.93987500000000,23.71651180478744,24.41917452536673,25.12806318216530,1.069500000000000
394,53.12422900000000,-27.94056500000000,26.11659731376328,27.71122340647885,27.78111146352856,0.2865000000000000
396,53.10228800000000,-27.94017600000000,24.60003137637927,25.03059532330754,25.63233125277948,0.9308000000000000
397,53.13330900000000,-27.94015500000000,24.59332243606639,25.33897596208106,25.90530795113979,0.8826000000000001
400,53.13610900000000,-27.94016200000000,24.42380616805468,24.73542777239120,24.66805763085316,1.485200000000000
401,53.11055200000000,-27.94034600000000,27.14999548885370,27.33645222039936,27.04539103013807,3.068400000000000
403,53.11433200000000,-27.94029100000000,25.93023159329216,26.57826030590443,26.75814511824057,1.687200000000000
405,53.14617200000000,-27.92580700000000,15.01368093253020,16.13277412197742,17.04179425517291,0.03800000000000000
406,53.09003300000000,-27.93975100000000,23.10278704194336,24.75891384785642,25.56983048750020,1.046300000000000
407,53.09636300000000,-27.93946200000000,24.30192234418179,24.86090158794202,25.84720116917597,0.7181999999999999
409,53.10492500000000,-27.93975800000000,23.07531304762456,23.56174022303070,24.04534445316941,1.100130000000000
411,53.09736000000000,-27.94024400000000,26.24552441434088,27.61354959314061,27.90202789888234,1.140100000000000
413,53.11225500000000,-27.94011500000000,24.79553664366307,25.97873572756096,26.15956064659272,1.413900000000000
414,53.10810600000000,-27.94018400000000,26.99994738402214,27.36210865026960,27.26578929032660,3.287300000000000
415,53.12715800000000,-27.93994200000000,24.67700748972996,25.10404307503635,25.80654844329790,0.6927000000000000
417,53.08918300000000,-27.94014800000000,26.22721557005976,27.60379336391039,27.65661908200155,1.200000000000000
420,53.11975700000000,-27.93982200000000,25.59019896525896,26.06468154765772,28.69522703218473,4.778400000000000
423,53.12352900000000,-27.93994300000000,25.39026034090982,26.50425136071873,26.35417605153615,1.245800000000000
424,53.12016900000000,-27.93981000000000,25.10621044547347,25.63495469374487,26.32059392343502,0.6458000000000000
425,53.09506500000000,-27.93993100000000,26.35528012605856,25.76714958191755,26.00530699870995,0.4108000000000000
428,53.11959900000000,-27.93959200000000,24.10114121107304,24.25322418745994,24.70195598421463,0.5489000000000001
432,53.13028000000000,-27.93974600000000,26.40711849953205,26.87123904099721,27.64309542485090,0.7550000000000000
433,53.08971700000000,-27.93852400000000,22.15696416011333,24.96525802434144,26.64898887141886,1.639000000000000
434,53.09547100000000,-27.93965000000000,25.66491564932757,26.22231462080961,26.49153801520990,0.2472000000000000
435,53.12042000000000,-27.93969300000000,25.81080843027062,26.30640094845044,27.61481603926970,0.3690000000000000
437,53.08922400000000,-27.93956700000000,24.47599667826217,25.65357971414942,26.14302354387227,1.014200000000000
438,53.08784700000000,-27.93922300000000,24.29015906973178,25.46157039680211,25.69450558986221,2.722700000000000
439,53.13635700000000,-27.93921900000000,23.56364401995336,24.40336389437507,24.52840637217550,1.659800000000000
442,53.12484200000000,-27.93957600000000,26.40135640781565,26.19677550338339,26.54786709750774,0.9038000000000000
443,53.10034300000000,-27.93884800000000,23.43818612200334,24.77538729287401,25.22915076606656,2.101850000000000
444,53.10778500000000,-27.93946000000000,24.83402024177860,25.46282180130040,26.19339719699344,0.7411000000000000
445,53.09557400000000,-27.93952300000000,25.63845403395440,26.58664513114952,26.18051616021758,1.285300000000000
447,53.14395300000000,-27.93903100000000,23.67011734755560,24.74659392661681,25.02715555269416,1.638300000000000
448,53.09355100000000,-27.93946800000000,26.27602126711939,26.64553852742988,26.28186056317879,2.146600000000000
449,53.10922200000000,-27.93943300000000,26.75563701085390,27.01844896787733,27.64203067405448,0.8110000000000001
450,53.09258400000000,-27.93466000000000,19.49763822752621,20.64197280823514,21.70562158476186,0.4868000000000000
456,53.13178400000000,-27.93471800000000,18.73477052665431,19.73538252921974,20.80460351459928,0.4021400000000000
457,53.11819800000000,-27.93849800000000,23.48751653843618,23.74920294063403,24.41472657128081,0.6719700000000000
458,53.10949800000000,-27.93924600000000,25.14255672853785,25.71136011299545,25.68744773597882,2.351900000000000
460,53.13929300000000,-27.93885700000000,23.57918439227095,24.07549421099382,24.51701104250713,1.136140000000000
461,53.13250800000000,-27.93922200000000,25.53976079121160,26.44370596108730,26.50917901160693,1.218700000000000
462,53.10729100000000,-27.93921500000000,26.31823683295763,27.76100169485070,27.41979346956420,1.657700000000000
465,53.10979400000000,-27.93918000000000,27.09882116886824,27.33970710252877,27.01919479271324,1.560700000000000
467,53.08996800000000,-27.93911600000000,29.91382994311239,27.24347844198782,27.57806904564619,1.582000000000000
468,53.13826800000000,-27.93901900000000,25.95044645998620,27.25714316878224,26.97146438730506,1.733900000000000
469,53.13986600000000,-27.93887300000000,24.71193341981200,25.30545767141022,26.08715803046834,0.9286000000000000
470,53.13194900000000,-27.93908500000000,26.91003062972729,27.04176843563352,27.55612536814185,1.038600000000000
472,53.09349500000000,-27.93900300000000,25.67134438650414,26.36170371012117,26.89777235439250,0.6804000000000000
475,53.12985100000000,-27.93817000000000,22.53989966168765,22.82509189591755,23.19517724267253,0.1990100000000000
476,53.10220000000000,-27.93881300000000,24.99099004824906,25.46742099431966,26.06981430720449,0.1474000000000000
477,53.12351000000000,-27.93888300000000,26.96915138073571,26.49758924027954,26.27988946405576,1.804200000000000
478,53.09970500000000,-27.93882500000000,25.21110207395174,26.16038861821806,26.18707689063486,2.272100000000000
479,53.11822700000000,-27.93873600000000,25.07241721441281,26.15009973782071,26.48334728797091,1.131500000000000
480,53.10841100000000,-27.93878500000000,28.74178334110271,28.67703388894346,27.95361055175549,2.133100000000000
482,53.08876900000000,-27.93850100000000,24.57368346771516,25.75236220571592,25.84051690379244,1.555200000000000
483,53.09072800000000,-27.93808900000000,22.59218236076566,23.13194391786115,23.46414848959868,1.095940000000000
484,53.14314400000000,-27.93871700000000,25.94818717667591,26.73571359269692,27.10149563787551,0.2280000000000000
485,53.11913700000000,-27.93850200000000,24.80347919144721,25.09170767724386,25.37442010709875,0.2560000000000000
486,53.10031700000000,-27.93864400000000,25.25740244644300,26.40615073883688,26.68452402778144,2.422600000000000
487,53.13871900000000,-27.93862400000000,25.56205196044989,26.52623868777060,26.75228367805889,1.233700000000000
488,53.09907200000000,-27.93863200000000,25.96592919865987,26.77472418024446,26.62191561135106,1.183600000000000
490,53.12946000000000,-27.93679000000000,20.57474809617089,21.60086924899394,22.98633876120610,0.6774000000000000
491,53.10070100000000,-27.93807400000000,24.50246638249505,24.93633184572312,25.19397532453689,0.5327000000000000
492,53.09401500000000,-27.93854800000000,26.18726483125579,26.97595111416271,26.71189046021512,2.638400000000000
493,53.14228100000000,-27.93840000000000,24.20247493792810,25.09305652451240,25.29691793273433,1.274400000000000
494,53.10309300000000,-27.93849600000000,27.51176777919519,27.20816525789016,27.26452992819127,0.5917000000000000
495,53.11400500000000,-27.93850100000000,27.54498939790913,29.15675127148301,29.32091865628220,1.797000000000000
500,53.10983400000000,-27.93835300000000,25.66780989659323,25.98795581685997,26.29248037180835,1.104100000000000
503,53.09958700000000,-27.93800000000000,23.99719813914070,25.00322507874289,25.22978652154748,2.119900000000000
504,53.09112200000000,-27.93827600000000,26.30370640924138,27.14548225952535,27.33508956668405,1.406500000000000
505,53.14442600000000,-27.93826600000000,25.91679355457785,26.60606803987081,27.97918555251123,0.7528000000000000
506,53.11799200000000,-27.93817700000000,24.86388201400830,25.71766267670444,26.39663031151187,1.029300000000000
507,53.10247800000000,-27.93777300000000,23.19797600938958,23.85606803252960,24.12029481137180,1.267100000000000
508,53.13790100000000,-27.93774800000000,25.06744836801035,25.99318740460149,26.09945904235519,2.508300000000000
509,53.12239600000000,-27.93811200000000,24.91415793994330,25.61691013950607,26.36767945658112,0.6750000000000000
512,53.12726100000000,-27.93806500000000,26.25644216119266,26.91608840380480,27.54398267784051,0.03960000000000000
513,53.10647200000000,-27.93769000000000,24.45941827155657,25.19709268448558,25.42317716465568,2.511900000000000
514,53.11684000000000,-27.93778400000000,25.09957369844260,25.78527634213903,26.50640146742399,0.8962000000000000
518,53.12303000000000,-27.93799000000000,25.92196403818913,26.17551971069433,26.48297277143144,0.7895000000000000
522,53.13575900000000,-27.93695200000000,23.07937549965679,23.71316488097807,24.34336986812625,1.129740000000000
525,53.10818200000000,-27.93773200000000,26.35892928083499,26.90004425300268,26.56748538848891,0.2923000000000000
526,53.10026400000000,-27.93646100000000,22.32829858941375,23.71120188540213,24.14990651728643,1.930300000000000
527,53.09906900000000,-27.93768400000000,26.00601704863479,26.62106963269403,26.74444333420584,1.723500000000000
528,53.12992200000000,-27.93721400000000,23.70934594344914,23.94667432988471,24.22252845720623,0.04010000000000000
529,53.13621500000000,-27.93770400000000,26.79404523876598,26.38849073142046,27.24163688232921,0.8512000000000000
530,53.10017200000000,-27.93751800000000,24.48198688524927,25.24998938600013,25.31922901272996,2.733000000000000
531,53.09929200000000,-27.93742900000000,24.64456542546459,25.66891105310098,25.70147703053653,1.944700000000000
532,53.12043700000000,-27.93727500000000,24.83032905829149,25.43287336566240,25.60903358892640,1.246600000000000
533,53.12812500000000,-27.93709300000000,23.61884081893278,24.11290534064634,24.94872493025870,0.9174600000000001
534,53.12615800000000,-27.93685500000000,22.46517085482713,23.37176425066035,24.19643840879343,1.136000000000000
536,53.13897500000000,-27.93759200000000,26.14430301776612,26.24261509304275,26.75202741595007,3.110700000000000
537,53.09292200000000,-27.93631200000000,23.02332232207263,24.23315491078367,24.47061393461730,2.678480000000000
538,53.10657300000000,-27.93756000000000,25.79789262118769,26.04927885971673,26.64227156482010,2.805000000000000
539,53.14576600000000,-27.93715900000000,24.35549827993347,25.10576393872665,25.82118623529990,0.9609000000000000
540,53.11240100000000,-27.93705500000000,24.38003984437840,24.88163367550388,25.49287249420930,1.060100000000000
541,53.11779600000000,-27.93705800000000,26.40359271005131,26.42954553490374,26.55880397881812,0.6479000000000000
544,53.10189100000000,-27.93748100000000,27.17633116696634,26.81909620096758,27.12452934287547,0.4848000000000000
546,53.11322600000000,-27.93696900000000,23.12320806163249,23.64141746494482,24.38504254748976,0.6545000000000000
547,53.10110700000000,-27.93729900000000,24.29662161385022,25.12314981355804,25.15272671332898,1.853500000000000
550,53.09044200000000,-27.93737000000000,26.05400373706885,26.58009681374899,27.08718607727943,0.5203000000000000
551,53.12671100000000,-27.93736300000000,27.40172253304832,26.24455035790576,26.89500755799306,0.9255000000000000
552,53.11068900000000,-27.93615600000000,22.80502376515143,23.10987236986293,23.54216069253310,0.3198300000000000
553,53.09841300000000,-27.93733500000000,26.38750435236275,27.18382725842420,27.02223916288461,1.587100000000000
556,53.13022800000000,-27.93705400000000,24.44136593577289,25.04887798369389,25.21428361919283,0.1717000000000000
558,53.13253200000000,-27.93711200000000,24.91645770170924,25.25241003570815,25.92167726996702,0.7819000000000000
559,53.09031300000000,-27.93635400000000,23.08878516696685,23.70792708267364,24.43153609113019,0.7375000000000000
560,53.09196900000000,-27.93699300000000,24.72619705725042,25.83042938681372,26.26608652144726,1.238400000000000
562,53.13910400000000,-27.93721500000000,27.66528255314334,26.83062204128650,26.85098544246404,2.972800000000000
566,53.10583000000000,-27.93607900000000,22.42939054542577,24.30942987629046,25.99658043479361,1.027900000000000
571,53.10408700000000,-27.93690600000000,24.73927398720100,25.36577575971347,26.00318236609056,0.9817000000000000
572,53.10062600000000,-27.93702600000000,25.56652685790346,26.74638320407076,27.04220279420690,2.284900000000000
573,53.11464200000000,-27.93676900000000,23.91758438501332,23.96501061480391,24.42008170873529,0.6684000000000000
575,53.12590800000000,-27.93695000000000,25.20829674646686,25.92549011217188,26.65964148935577,1.086300000000000
577,53.13466900000000,-27.93675000000000,25.50485368905982,26.25700528178381,26.46305532132888,2.102900000000000
579,53.09170800000000,-27.93602300000000,22.61356454064989,23.76920417791410,24.08893397263017,1.424200000000000
581,53.10385200000000,-27.93682100000000,26.10037701532645,25.92131701372110,26.46826077099125,1.039100000000000
582,53.13007200000000,-27.93680100000000,25.59140006516219,25.95158047536509,26.15937112359205,0.3661000000000000
583,53.09774400000000,-27.93656300000000,24.35722434705993,24.58642322704055,25.01231999630096,0.6875000000000000
585,53.11416700000000,-27.93657200000000,25.12393085750842,25.97865549995735,26.62670902807473,1.116100000000000
589,53.12880400000000,-27.93647800000000,24.74251787162893,25.39827345558363,25.55444093308476,2.299500000000000
591,53.14532000000000,-27.93670600000000,25.49396884768920,26.09789996886193,26.15304114536628,2.704100000000000
592,53.10082400000000,-27.93667000000000,26.21567119536181,27.23557754695083,27.13135026038224,1.897000000000000
593,53.10007800000000,-27.93616900000000,23.35497795120656,24.02670817042729,23.94548280197426,1.536500000000000
594,53.13652800000000,-27.93655900000000,27.57184517794976,26.90506048249110,27.87490152062675,4.999900000000000
595,53.09290400000000,-27.93652100000000,25.56880515850030,26.78185089258150,26.53932260830821,2.541300000000000
596,53.10848900000000,-27.93650700000000,27.05336324484552,25.65182091047932,26.26365695742517,0.9258999999999999
598,53.11504800000000,-27.93551700000000,23.44145858760329,23.87304859314035,24.50810986254418,0.6636300000000001
604,53.10924400000000,-27.93636700000000,27.06113349521197,27.58301535405525,27.35109145524683,1.553900000000000
606,53.14013800000000,-27.93630500000000,28.57148499780999,26.97799668090487,26.73603049481915,2.044300000000000
608,53.09780800000000,-27.93626500000000,25.91563219346343,26.85419714240924,26.99722442165390,1.253500000000000
609,53.13334900000000,-27.93555900000000,24.12408335603851,25.05957227987849,25.21356566952420,2.593100000000000
610,53.13837700000000,-27.93572900000000,23.20856796354547,23.38996368289582,23.98293192289584,0.6595000000000000
612,53.09869800000000,-27.93623200000000,25.96817277312914,26.86938487381720,26.77851629181319,1.224800000000000
613,53.11426800000000,-27.93581600000000,24.16564900024719,24.94598184643201,25.21692679976474,1.207300000000000
614,53.14124000000000,-27.93590200000000,24.39295595168261,25.43252886951564,26.26998236994709,0.9155000000000000
615,53.09233000000000,-27.93616000000000,26.28055669372398,29.54332153331130,27.57024554069228,1.580700000000000
616,53.09586800000000,-27.93614000000000,27.69056921656319,27.39383687142021,27.31056706614241,0.8356000000000000
620,53.13461000000000,-27.93605500000000,26.96228147912453,27.40507991953232,27.98788023409549,1.262800000000000
622,53.12033600000000,-27.93589600000000,24.93440862023646,25.77128839606786,25.99494231317994,0.2427000000000000
