ID,RA,DEC,REDMAG,MIDMAG,BLUEMAG
32,218.5391742000000,33.47574340000000,25.10900000000000,25.18330000000000,27.82220000000000
37,218.5434499000000,33.47595910000000,24.67160000000000,25.81760000000000,23.73830000000000
44,218.5394398000000,33.47623320000000,26.20550000000000,26.24390000000000,25.89360000000000
46,218.5371283000000,33.47620420000000,25.52680000000000,25.84910000000000,28.73110000000000
51,218.5472045000000,33.47625460000000,24.90780000000000,25.87040000000000,25.82610000000000
53,218.5411661000000,33.47604640000000,28.43980000000000,27.43890000000000,27.29260000000000
55,218.5374475000000,33.47635970000000,26.16880000000000,25.54310000000000,24.23470000000000
62,218.5432954000000,33.47642000000000,26.77920000000000,26.65280000000000,27.58990000000000
67,218.5381244000000,33.47682320000000,25.12100000000000,25.28860000000000,24.33230000000000
73,218.5425720000000,33.47668050000000,26.93540000000000,26.11790000000000,25.86590000000000
77,218.5383064000000,33.47683600000000,26.29270000000000,25.92790000000000,27.11380000000000
78,218.5475803000000,33.47659590000000,28.21490000000000,27.11920000000000,26.38020000000000
79,218.5488635000000,33.47698830000000,24.66250000000000,24.37850000000000,28.70870000000000
80,218.5523919000000,33.47818110000000,23.02000000000000,22.98460000000000,25.28310000000000
81,218.5390128000000,33.47675040000000,27.10570000000000,26.95030000000000,26.81760000000000
88,218.5480025000000,33.47695760000000,26.00140000000000,26.03540000000000,26.00490000000000
89,218.5463561000000,33.47674840000000,28.77150000000000,27.16950000000000,26.93100000000000
92,218.5353126000000,33.47703430000000,25.97520000000000,25.90910000000000,27.55850000000000
94,218.5592881000000,33.47720690000000,25.60130000000000,25.79620000000000,26.72590000000000
97,218.5594104000000,33.47743750000000,24.52820000000000,24.95630000000000,23.66250000000000
99,218.5431368000000,33.47708740000000,26.18880000000000,26.19300000000000,25.91170000000000
101,218.5414327000000,33.47691830000000,27.94410000000000,27.44410000000000,28.41270000000000
107,218.5377837000000,33.47744760000000,25.61950000000000,25.30880000000000,26.98790000000000
109,218.5502820000000,33.47705430000000,27.86200000000000,27.57520000000000,25.63310000000000
110,218.5393744000000,33.47711560000000,29.35970000000000,24.70300000000000,26.33620000000000
115,218.5399072000000,33.47721050000000,26.68270000000000,26.98120000000000,24.04770000000000
116,218.5394511000000,33.47725080000000,26.94750000000000,26.63680000000000,25.84600000000000
117,218.5551590000000,33.47757200000000,25.37790000000000,25.80570000000000,25.46190000000000
118,218.5562399000000,33.47740840000000,24.91810000000000,25.01030000000000,23.81210000000000
119,218.5704279000000,33.47824530000000,22.69330000000000,23.18270000000000,26.54040000000000
121,218.5370560000000,33.47721160000000,27.97240000000000,29.35530000000000,26.72830000000000
122,218.5590248000000,33.47720200000000,27.51360000000000,27.82220000000000,25.00380000000000
126,218.5547895000000,33.47738620000000,27.52320000000000,26.98260000000000,27.73750000000000
127,218.5559159000000,33.47739730000000,27.02530000000000,27.33060000000000,27.54320000000000
128,218.5440821000000,33.47730440000000,28.28390000000000,28.05260000000000,26.03770000000000
129,218.5482611000000,33.47749000000000,26.58510000000000,26.38270000000000,22.95710000000000
130,218.5598320000000,33.47819860000000,23.35730000000000,23.73830000000000,25.41560000000000
131,218.5482825000000,33.47769010000000,24.67820000000000,25.78480000000000,25.90740000000000
133,218.5377336000000,33.47755460000000,26.17310000000000,25.97060000000000,24.57340000000000
134,218.5429261000000,33.47762720000000,25.32570000000000,26.25430000000000,26.37180000000000
135,218.5779825000000,33.47763740000000,23.81170000000000,26.56950000000000,26.40230000000000
137,218.5358245000000,33.47775260000000,25.34400000000000,25.78650000000000,25.24320000000000
138,218.5601700000000,33.47745980000000,28.61640000000000,27.03880000000000,28.01310000000000
142,218.5561061000000,33.47771980000000,25.73220000000000,25.89360000000000,25.05010000000000
144,218.5610236000000,33.47761780000000,27.67040000000000,26.39690000000000,28.08890000000000
147,218.5778442000000,33.47770750000000,25.45040000000000,28.73110000000000,24.19520000000000
148,218.5526977000000,33.47818500000000,24.60280000000000,25.19850000000000,26.25170000000000
149,218.5486035000000,33.47786490000000,25.83440000000000,25.53500000000000,27.31500000000000
150,218.5361843000000,33.47799030000000,26.38870000000000,26.80010000000000,23.56210000000000
151,218.5499704000000,33.47770630000000,27.73320000000000,27.25910000000000,25.36830000000000
152,218.5397034000000,33.47781120000000,26.04080000000000,25.82610000000000,25.78520000000000
153,218.5461722000000,33.47770050000000,27.75910000000000,27.38970000000000,25.18710000000000
