ID,ra,dec,F_F140W,F_F775W,F_F606W,F_F435W,z
2221,189.1782610000000,62.14094600000000,27.12603627426683,27.34950235123441,27.92365663556745,28.60421878459860,2.216600000000000
2222,189.0669600000000,62.14088600000000,25.45314898528229,25.90257946437955,26.29386657024425,26.17943137512130,0.8844000000000000
2224,189.0401050000000,62.14119300000000,24.44653809449603,25.22693122517302,25.64068089691689,25.88418677189179,1.099100000000000
2227,189.1770940000000,62.14098100000000,25.41026173165064,26.00237576658306,26.12085056257120,26.11033606543932,1.239300000000000
2228,189.0403080000000,62.14134500000000,23.93921931876370,24.52453296054415,25.44669610511529,25.98194970255512,0.7774000000000000
2229,189.0896760000000,62.14096600000000,26.60082385745794,27.50740822279368,27.39154517772359,27.50309876602562,1.021000000000000
2231,189.1416670000000,62.14107400000000,25.12414750815759,25.43849615198625,26.04429601947291,26.18571367518198,0.8885999999999999
2232,189.1914100000000,62.14279400000000,21.61837304384490,23.55259699534041,25.03955628332017,26.89291994961081,0.9700000000000000
2233,189.1072780000000,62.14103400000000,26.26286452278223,26.68072931707013,27.53298112277277,27.27694219425077,0.8871000000000000
2234,189.0459990000000,62.14095700000000,26.17613539284569,26.42178764849928,27.56795451773356,27.82834482901291,4.368400000000000
2235,189.0625730000000,62.14103800000000,25.40539311430756,26.33147185066895,26.99783956966172,27.28261522691502,0.9752999999999999
2237,189.1900610000000,62.14108700000000,25.44436398390596,25.84737887497150,26.38016009461253,26.58413875764427,0.5823000000000000
2238,189.0407570000000,62.14114400000000,24.43791788097063,25.57982064107838,25.80137120329478,26.28383524724177,1.132100000000000
2239,189.1384730000000,62.14294600000000,20.27996271497930,21.21749843723027,21.54143887328159,21.97460662814332,0.9340000000000001
2240,189.1410860000000,62.14135100000000,25.05497577937910,25.19846570358811,25.54086445762439,26.39079056172439,0.3531000000000000
2241,189.1793930000000,62.14112500000000,26.77465737941150,27.52345368757868,27.38562690278218,30.84452252285248,1.062800000000000
2242,189.1869020000000,62.14150200000000,23.82537908178863,24.28102748034072,24.89217417412133,24.95359200006453,0.9679600000000000
2243,189.1165210000000,62.14134800000000,23.70617103155362,25.00261542893287,25.41176307223677,25.62600314640886,1.288740000000000
2244,189.1605380000000,62.14115200000000,27.05849866866900,26.82625266376866,27.91927072209907,28.15896890150900,0.9281000000000000
2245,189.0808590000000,62.14108500000000,26.51651831625362,28.04758742597921,30.28900293610828,29.93745256929310,0.9470000000000000
2247,189.1947610000000,62.14118100000000,26.16658363862897,26.21176290008835,27.08926660171385,NaN,4.167700000000000
2253,189.0938170000000,62.14385200000000,21.03135449021990,21.28477667978652,21.61663084559381,22.17841145811251,0.4846000000000000
2255,189.1520830000000,62.14126400000000,25.70109384401806,26.18559718508881,26.76640576671928,28.36776521419700,1.992300000000000
2256,189.1404760000000,62.14125400000000,26.72721332717366,26.94257836801250,28.14071615642389,28.36812745228289,0.7755000000000000
2257,189.0334520000000,62.14114200000000,25.93809363627521,26.77100629209593,26.87070374309116,26.95704712852873,1.362300000000000
2258,189.2161530000000,62.14129400000000,25.92988127125460,26.71660817536442,26.91334620446119,27.22595240331331,1.809500000000000
2259,189.1561240000000,62.14130200000000,26.08519459590708,27.00379028907920,28.82059758749540,27.13628643731072,1.834200000000000
2260,189.2207950000000,62.14131700000000,25.57280188448788,26.03137366324560,26.73329422245236,27.21498294630572,0.8707000000000000
2262,189.0716880000000,62.14130600000000,24.74723633465685,25.26499257556457,25.93904205312843,26.40485909177453,0.6978000000000000
2263,189.2104410000000,62.14141800000000,25.52936689687921,26.32176338632200,26.57985021572370,26.61521903527998,1.132600000000000
2264,189.0673920000000,62.14128000000000,25.79521531833812,26.67284489425199,26.46825237529061,27.28134508457045,2.783100000000000
2265,189.0648970000000,62.14294300000000,21.29785431425007,23.70741261308431,25.21417252411066,27.35356486459221,1.138280000000000
2266,189.2127710000000,62.14155700000000,24.73729376943960,25.91039627436337,26.45088289069705,27.74864524039639,3.482300000000000
2269,189.0826730000000,62.14219800000000,23.24464082626463,23.87363633233563,24.51796271512165,25.05101526037767,0.7315199999999999
2270,189.1188820000000,62.14173200000000,24.21949047201358,26.20967671553359,26.44245906321295,26.79717217663309,1.810400000000000
2271,189.2254700000000,62.14307100000000,21.10025960905240,22.87835909114773,24.07626691317019,26.18372212098066,0.7232000000000000
2272,189.0996160000000,62.14172200000000,24.46159753495071,25.74439985000566,26.01605940422148,26.65693605511915,2.348800000000000
2273,189.0517070000000,62.14164800000000,24.78845297077605,25.10723583133256,25.56890416414227,26.28662644927012,0.6173999999999999
2276,189.0554130000000,62.14142200000000,25.32941341718439,26.32241648723434,26.74150221791099,27.31574993675542,0.6378000000000000
2277,189.1006060000000,62.14149600000000,25.95059759361980,26.51807301343368,26.34021156319385,26.11654569568366,1.706300000000000
2278,189.0864460000000,62.14152400000000,25.82241983063620,26.27622173637407,26.80782342557206,28.78974888676515,3.580200000000000
2280,189.0568420000000,62.14276500000000,21.65660656290775,23.34196576009251,24.52366652969652,25.70414859217049,1.025870000000000
2282,189.1255360000000,62.14163400000000,25.46803235298057,26.35555632020380,26.82545905663544,26.79175258313192,1.266700000000000
2283,189.0786960000000,62.14274600000000,22.52542907529010,23.65171088051990,24.57825257931459,25.52166127274491,0.7410700000000000
2284,189.1093140000000,62.14162400000000,26.20837405675595,29.17813385531757,30.55281381999315,30.54758742597921,1.784800000000000
2286,189.0458880000000,62.14159400000000,26.21541175621232,26.31461601774715,26.34980482174736,28.69617414680322,3.435100000000000
2288,189.1536420000000,62.14219300000000,24.20869502615514,25.50291605808394,25.82204937334969,25.78530095898824,1.428300000000000
2289,189.1232950000000,62.14169800000000,26.30286258117834,26.61055253667478,27.07065462084114,27.58865561585788,0.6929999999999999
